Single Phase Analysis Version 11.0: Basic Format															
Source File: D:\20241125_DAN_SDS_CYPS_phos_0.01_0.03_0.05.uvc															
Operator:															
Sample ID:	1000														
Bar Code:	1000														
File Comments:	New File														
Lower Area Filter:	5														
Upper Area Filter:	2000														
(*)Gauge Force Correction To Strain Axis:	NO														
(#)Compliance (mm/N):	0														
RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	EMOD	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
	sq. micron	mm	N/mm	Pascals	GPa	Joules	Joules	% Strain	MPa	% Strain	MPa	Joules	% Strain	N	MPa
51	3174.7	30.24	0.5305	5053000000	5.053	0.0000003017	0.008481	0.2315	17.92	0.8267	48.36	0.00001855	56.085	0.7201	226.8
52	3350.7	30.2	0.6108	5505000000	5.505	0	0.005859	0.2318	20.64	0.894	56.8	0.00002651	42.748	0.5916	176.6
53	4266.3	30.22	0.9018	6388000000	6.388	0.0000002158	0.01041	0.2647	20.7	0.8273	55.99	0.00002798	51.952	0.881	206.5
54															
55	3697.4	30.47	0.6102	5029000000	5.029	0.00000004415	0.008052	0.2626	17.65	0.8861	48.82	0.00002345	48.572	0.7505	203
56	3607.1	30.42	0.6464	5451000000	5.451	0	0.007618	0.263	23.8	0.8547	56.44	0.00002652	47.107	0.7186	199.2
57	5494	30.06	0.8739	4781000000	4.781	0.0000001006	0.01371	0.2329	14.82	0.8317	44.02	0.00002857	56.62	1.11	202
58	4221.1	30.22	0.8134	5823000000	5.823	0	0.007688	0.2316	18.59	0.8273	52.64	0.00002665	43.647	0.7647	181.2
59	4219.5	30.36	0.7702	5542000000	5.542	0.0000001913	0.0114	0.2306	18.02	0.8893	55.22	0.00003138	58.959	0.8682	205.8
60	5782.5	30.11	0.9027	4700000000	4.7	0.00000004905	0.01258	0.2657	15.78	0.8303	42.33	0.00002833	51.345	1.078	186.5
61	2626.8	30.14	0.5896	6764000000	6.764	0	0.006407	0.2654	26.52	0.8626	66.48	0.00002236	51.758	0.5342	203.4
62	2821.2	30.26	0.4929	5287000000	5.287	0.000000009811	0.003975	0.2644	23.82	0.8592	55.99	0.00002042	38.235	0.4081	144.7
63	3045.6	29.97	0.5232	5149000000	5.149	0.000003841	0.006241	0.7674	6.604	1.502	42.84	0.00001457	48.348	0.5778	189.7
64	4545.9	29.98	0.9208	6073000000	6.073	0.000003603	0.00872	0.5003	8.201	1.468	66.15	0.00004788	43.195	0.8368	184.1
65	3673	30.2	0.7125	5858000000	5.858	0.0000002355	0.00955	0.2649	19.63	0.8278	51.95	0.00002246	58.609	0.7221	196.6
66	1787.6	29.97	0.2999	5029000000	5.029	0.000004716	0.004308	0.9009	12.35	1.502	40.89	0.000007684	51.251	0.3851	215.4
67															
68	2391.8	30.4	0.4658	5921000000	5.921	0	0.006119	0.2303	25.02	0.8224	59.48	0.00001823	54.868	0.5116	213.9
69	2288.9	30.2	0.4457	5881000000	5.881	0	0.005232	0.2649	25.29	0.8278	58.08	0.00001649	50.861	0.4586	200.4
70	5388.8	30.5	0.9591	5428000000	5.428	0.0000003434	0.01132	0.2295	13.65	0.8852	49.06	0.0000337	47.082	1.081	200.5
71	4144.6	30.08	0.7865	5708000000	5.708	0.0000001177	0.01034	0.266	19.65	0.8311	52.79	0.00002564	55.918	0.8413	203
72	5156.2	30.28	0.9152	5375000000	5.375	0.0000005126	0.01174	0.2642	16.65	0.8917	49.95	0.00003287	52.972	0.9909	192.2
73	3361.3	30.36	0.6173	5575000000	5.575	0.0000002232	0.007216	0.2964	22.04	0.8564	54	0.00002161	50.461	0.6048	179.9
74	2819	30.09	0.5035	5374000000	5.374	-0.00000001472	0.005739	0.2326	20.36	0.8308	53.42	0.00001893	49.285	0.5136	182.2
75	3652.6	30.29	0.7067	5860000000	5.86	0.0000003188	0.01092	0.2971	23.77	0.8584	56.54	0.00002532	63.321	0.7952	217.7
Note 1: Columns marked (*) are affected if gauge force correction is applied															
															
Note 2: Columns marked (#) are affected if the compliance factor is > 0															
