Single Phase Analysis Version 11.0: Basic Format															
Source File: C:\Users\sunee\Desktop\Devora\20241126_DAN_IHNY_SDS_WAX7_phos_0.01_0.02_0.04.uvc															
Operator:															
Sample ID:	1000														
Bar Code:	1000														
File Comments:	New File														
Lower Area Filter:	5														
Upper Area Filter:	2000														
(*)Gauge Force Correction To Strain Axis:	NO														
(#)Compliance (mm/N):	0														
RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	EMOD	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
	sq. micron	mm	N/mm	Pascals	GPa	Joules	Joules	% Strain	MPa	% Strain	MPa	Joules	% Strain	N	MPa
76	4574.7	30.34	0.7898	5238000000	5.238	0	0.0106	0.2637	21.66	0.857	52.22	0.00003066	54.417	0.881	192.6
77	6146.8	30.14	0.924	4531000000	4.531	0.0000004047	0.01343	0.2654	14.13	0.8626	41.1	0.00003006	50.597	1.246	202.7
78	4086.4	30.11	0.7192	5300000000	5.3	0	0.007981	0.2657	19.33	0.8303	48.98	0.00002423	45.101	0.8265	202.3
79	4521.3	30.08	0.7778	5175000000	5.175	0.0000001006	0.008871	0.266	18.44	0.8311	49.15	0.00002567	47.606	0.8545	189
80	3300.6	30.05	0.5824	5302000000	5.302	0	0.006088	0.2329	20.96	0.8319	52.91	0.00002243	43.694	0.6279	190.2
81		30.5	0.2774	0	0	0	0.003986	0.2295	0	0.8852	0	0.00001524	53.607	0.3473	
82	2600.3	30.2	0.4683	5440000000	5.44	0	0.00584	0.2318	23.77	0.8278	55.84	0.00001866	51.656	0.5146	197.9
83	2505.2	30.05	0.4622	5544000000	5.544	0.0000001815	0.00592	0.2329	20.36	0.8652	56.2	0.00001843	52.213	0.5322	212.5
84	4626.4	30.33	0.787	5160000000	5.16	0.0000002109	0.008793	0.2308	15.69	0.8902	49.62	0.00003058	47.346	0.8285	179.1
85	4128.9	30.19	0.6576	4808000000	4.808	0	0.007513	0.2319	19.01	0.8612	49.19	0.00002706	45.711	0.7333	177.6
86	3281.1	30.42	0.7118	6600000000	6.6	0.0000003311	0.009605	0.263	25.42	0.8547	65.18	0.00002702	54.964	0.8015	244.3
87	6373.5	30.3	0.9907	4710000000	4.71	0.000001015	0.01369	0.264	9.236	0.8251	35.63	0.00002445	52.673	1.074	168.6
88	2807.7	30.34	0.5141	5556000000	5.556	0	0.005854	0.2637	24.28	0.857	56.43	0.00002053	48.22	0.5376	191.5
89	4496.1	30.22	0.7391	4968000000	4.968	0	0.00984	0.2316	17.46	0.8273	47.35	0.00002612	51.919	0.856	190.4
90	3214.6	30.34	0.546	5153000000	5.153	0	0.004829	0.2637	19.84	0.857	49.75	0.00002003	37.673	0.5435	169.1
91	2863.6	30.42	0.4871	5174000000	5.174	0.0000001153	0.005324	0.263	19.7	0.8547	50.7	0.00001838	48.06	0.4905	171.3
92	4421.7	30.05	0.6455	4387000000	4.387	0.0000002624	0.009081	0.2329	13.65	0.8652	41.93	0.00002333	49.484	0.8413	190.3
93	5358.9	30.16	0.858	4829000000	4.829	0	0.01221	0.2653	17.94	0.8621	47.14	0.0000312	54.576	1.025	191.2
94	4191.4	30.22	0.6629	4779000000	4.779	0.0000003139	0.008791	0.2647	14.75	0.8273	42.83	0.00002052	50	0.7991	190.6
95	3976.3	30.19	0.6919	5253000000	5.253	-0.000000009811	0.008746	0.2319	19.49	0.8612	53.17	0.00002804	50.745	0.7971	200.5
96	2605.7	30.31	0.4415	5135000000	5.135	0.0000001128	0.006211	0.2309	18.45	0.8578	51.39	0.00001714	53.217	0.5465	209.7
97	3882.3	30.34	0.6871	5369000000	5.369	0.00000001472	0.009112	0.2637	19.08	0.857	50.16	0.00002403	57.284	0.6995	180.2
98	2520.4	30.27	0.4307	5173000000	5.173	0	0.005661	0.2643	23.36	0.8259	51.38	0.00001582	53.023	0.4827	191.5
99	5451.7	30.08	0.9404	5189000000	5.189	0.0000009565	0.009603	0.266	13.41	0.8311	42.65	0.00002593	43.152	1.012	185.7
100	5853.4	30.22	0.894	4616000000	4.616	0	0.01476	0.2316	15.84	0.8273	43.75	0.00003081	59.265	1.15	196.4
Note 1: Columns marked (*) are affected if gauge force correction is applied					0										
															
Note 2: Columns marked (#) are affected if the compliance factor is > 0															
