Single Phase Analysis Version 11.0: Basic Format															
Source File: C:\Users\sunee\Desktop\Devora\20241126_DAN_IHNY_SDS_PYS_phos_0.01_0.03_0.05.uvc															
Operator:															
Sample ID:	1000														
Bar Code:	1000														
File Comments:	New File														
Lower Area Filter:	5														
Upper Area Filter:	2000														
(*)Gauge Force Correction To Strain Axis:	NO														
(#)Compliance (mm/N):	0														
RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	EMOD	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
	sq. micron	mm	N/mm	Pascals	GPa	Joules	Joules	% Strain	MPa	% Strain	MPa	Joules	% Strain	N	MPa
51	4690	30.21	0.8634	5562000000	5.562	0.0000002698	0.01094	0.2317	15.48	0.8606	50.31	0.00002907	54.32	0.9242	197.1
52	2476.2	30.38	0.4264	5231000000	5.231	0.00000007113	0.005009	0.2304	19.81	0.8229	50.32	0.00001568	50.165	0.4243	171.4
53	4928.7	30.13	0.7986	4882000000	4.882	0.0000004071	0.008698	0.2655	14.33	0.8297	42.5	0.00002389	45.005	0.8589	174.3
54	3175	30.43	0.538	5156000000	5.156	0.0000007088	0.006877	0.23	9.27	0.8544	40.79	0.00001496	48.833	0.6406	201.8
55	2942.6	30.06	0.49	5005000000	5.005	0	0.003461	0.2329	19.34	0.8317	50.51	0.0000183	33.699	0.4022	136.7
56	5405	30.13	0.8949	4989000000	4.989	0.00000007113	0.009704	0.2323	13.79	0.8297	43.2	0.00002747	47.129	0.8908	164.8
57	2657	30.29	0.472	5381000000	5.381	0.000000009811	0.003518	0.2311	22.52	0.8584	56.12	0.0000202	35.193	0.4273	160.8
58	3777.2	30.26	0.6343	5082000000	5.082	0	0.008384	0.2313	20.13	0.8592	51.56	0.0000253	51.751	0.7584	200.8
59	4581.4	30.07	0.8515	5589000000	5.589	0.0000003041	0.01009	0.266	19.59	0.8646	53.75	0.00003075	50.948	0.9139	199.5
60	4979.9	30.31	0.9674	5888000000	5.888	0.0000005764	0.009824	0.2309	18.22	0.8578	55.65	0.00003476	44.54	0.9708	194.9
61	3942.8	29.97	0.6868	5221000000	5.221	0.00001507	0.00614	1.301	15.05	1.668	34.96	0.00001083	38.005	0.6799	172.4
62	3881.5	30.55	0.6335	4986000000	4.986	0.0000003753	0.007551	0.2619	15.8	0.8183	44.23	0.0000201	51.064	0.6254	161.1
63	4506.5	30.22	0.755	5063000000	5.063	0.00000003924	0.01086	0.2647	18.61	0.8604	48.66	0.00002757			
64	5820.5	30.11	0.9866	5104000000	5.104	0.00000005886	0.013	0.2657	16.43	0.8303	45.17	0.0000304	54.998	1.069	183.7
65	4238.9	29.98	0.6971	4931000000	4.931	0.000006465	0.008701	0.7005	23.61	1.568	66.31	0.00005016	44.797	0.8903	210
66	2377.3	30.36	0.4246	5423000000	5.423	0	0.005326	0.2964	26	0.8893	57.98	0.00001835	51.812	0.464	195.2
67	5289.6	30.42	0.7994	4597000000	4.597	0.0000008682	0.01088	0.263	10.85	0.8547	38.49	0.00002339	53.616	0.8815	166.6
68	3242.7	30.52	0.5249	4940000000	4.94	0.00000002943	0.006623	0.2621	21.03	0.8191	49.16	0.00001951	51.18	0.5607	172.9
69															
70	2847.4	30.05	0.5338	5633000000	5.633	0.00000001962	0.004548	0.2329	20.16	0.8319	54.27	0.00001935	39.401	0.4832	169.7
71	5864.8	30.06	1.042	5341000000	5.341	0	0.01097	0.2329	16.64	0.8649	49.77	0.00003763	47.272	1.016	173.2
72	3423.3	30.47	0.5381	4789000000	4.789	0	0.00804	0.2626	20.63	0.8861	50.44	0.00002335	58.32	0.6083	177.7
73	3001.9	30.47	0.4843	4916000000	4.916	0.0000001839	0.007787	0.2626	21.57	0.8861	52.78	0.00002164	59.698	0.6058	201.8
74															
75	4631.1	30.02	0.9076	5883000000	5.883	0.0000004856	0.00772	0.2665	19.7	0.8661	55.5	0.00003217	37.242	0.9094	196.4
Note 1: Columns marked (*) are affected if gauge force correction is applied															
															
Note 2: Columns marked (#) are affected if the compliance factor is > 0															
